placeholder,site,plant_code,species,block,plot,div,c_i,flood,canopy_openness,date,experiment_observation,notes,species2,plant_code2,experiment_final_intermediate,nlvs_per_ind,wilmer_code,wilmer_herb_total,wilmer_lep1_ID,wilmer_lep1_perc,wilmer_lep2_ID,wilmer_lep2_perc,wilmer_coleop1_ID,wilmer_coleop1_perc,wilmer_coleop2_ID,wilmer_coleop2_perc,wilmer_other1_ID,wilmer_other1_perc,wilmer_other2_ID,wilmer_other2_perc,wilmer_notes,wilmer_notes_perc_UNCLEAR,wilmer_spec_total_lf,wilmer_gen_total_lf,wilmer_spec_total_plant,wilmer_gen_total_plant,wilmer_rich_lf,wilmer_rich_plant,field_specialist,field_generalist,field_eois,field_num_other_leps,field_quadrus,
5875,ducke,t7,manausense,NA,12,NA,NA,NA,22.88,30.7.16,obs,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,0,1,NA,NA,
5874,ducke,t7,erectipillum,NA,10,NA,NA,NA,28.6,29.7.16,obs,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,NA,NA,NA,
5873,ducke,t7,bartlingianum,NA,9,NA,NA,NA,19.76,26.7.16,obs,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.875,NA,NA,NA,
3572,mogi,t7,miquelianum,NA,7,NA,NA,NA,19.24,19.12.2016,obs,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.290076336,NA,NA,NA,
5872,ducke,t7,plurinervosum,NA,7,NA,NA,NA,20.54,25.7.16,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,NA,NA,NA,
5871,ducke,t7,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,7.333333333,NA,NA,NA,
3571,mogi,t7,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,
3570,mogi,t7,miquelianum,NA,4,NA,NA,NA,22.88,18.12.16,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,7.777777778,NA,NA,NA,
5870,ducke,t7,erectipillum,NA,2,NA,NA,NA,18.46,21.7.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5869,ducke,t7,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,
5868,ducke,t69,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.428571429,8.035714286,NA,NA,NA,
3569,mogi,t69,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.166666667,NA,NA,NA,
5867,ducke,t69,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.857142857,10,NA,NA,NA,
5866,ducke,t68,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422535211,3.23943662,NA,NA,NA,
3568,mogi,t68,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5865,ducke,t68,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.5,NA,NA,NA,
5864,ducke,t67,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12.5,NA,NA,NA,
3567,mogi,t67,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,
5863,ducke,t67,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,
5862,ducke,t66,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.263157895,NA,NA,NA,
3566,mogi,t66,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5861,ducke,t66,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,
5860,ducke,t65,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857142857,1.785714286,NA,NA,NA,
3565,mogi,t65,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5859,ducke,t65,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.615384615,3.846153846,NA,NA,NA,
5858,ducke,t64,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.571428571,0,NA,NA,NA,
5857,ducke,t64,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
3564,mogi,t64,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5856,ducke,t64,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0,NA,NA,NA,
5855,ducke,t63,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,NA,NA,NA,
5854,ducke,t63,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.714285714,1.714285714,NA,NA,NA,
3563,mogi,t63,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,
5853,ducke,t63,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,NA,NA,NA,
5852,ducke,t62,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.695652174,3.260869565,NA,NA,NA,
5851,ducke,t62,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909090909,9.090909091,NA,NA,NA,
3562,mogi,t62,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,NA,
5850,ducke,t62,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.166666667,NA,NA,NA,
5849,ducke,t61,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.571428571,0,NA,NA,NA,
5848,ducke,t61,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.07692308,1.538461538,NA,NA,NA,
3561,mogi,t61,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5847,ducke,t61,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.777777778,NA,NA,NA,
5846,ducke,t60,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0,NA,NA,NA,
5845,ducke,t60,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,4.166666667,NA,NA,NA,
3560,mogi,t60,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5844,ducke,t60,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,NA,NA,NA,
10832,zf2,t6,cipo (from Ducke),NA,zf8,NA,NA,NA,13.26,10.8.17,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.28571429,NA,NA,NA,
10831,zf2,t6,"negroense - round base, no hairs on margin",NA,zf4,NA,NA,NA,18.46,8.8.17,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
10830,zf2,t6,gurupanum,NA,zf2,NA,NA,NA,11.44,6.8.18,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,NA,NA,NA,
5843,ducke,t6,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52631579,5.263157895,NA,NA,NA,
5842,ducke,t6,plurinervosum,NA,20,NA,NA,NA,12.48,11.6.18 and 12.6.18,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.5,NA,NA,NA,
5841,ducke,t6,cipo2,NA,18,NA,NA,NA,16.9,9.6.18,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.25,0,0,0,
5840,ducke,t6,cf. cavalcantei,NA,16,NA,NA,NA,18.2,7.6.18,obs,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.076923077,0,0,0,0,
5839,ducke,t6,alface3,NA,14,NA,NA,NA,20.28,1.8.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0,NA,NA,NA,
5838,ducke,t6,amapensis,NA,13,NA,NA,NA,21.58,31.7.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.66666667,NA,NA,NA,
5837,ducke,t6,mastersianum,NA,12,NA,NA,NA,22.88,30.7.16,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.71428571,7.142857143,NA,NA,NA,
5836,ducke,t6,erectipillum,NA,10,NA,NA,NA,28.6,29.7.16,obs,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428571429,0.685714286,NA,NA,NA,
5835,ducke,t6,manausense,NA,9,NA,NA,NA,19.76,26.7.16,obs,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.260869565,2.173913043,NA,NA,NA,
3559,mogi,t6,miquelianum,NA,7,NA,NA,NA,19.24,19.12.2016,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.615384615,1.538461538,NA,NA,NA,
5834,ducke,t6,plurinervosum,NA,7,NA,NA,NA,20.54,25.7.16,obs,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,1.25,NA,NA,NA,
5833,ducke,t6,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515151515,13.63636364,NA,NA,NA,
3558,mogi,t6,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294117647,0.01,NA,NA,NA,
5832,ducke,t6,erectipillum,NA,5,NA,NA,NA,23.92,23.7.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,30,NA,NA,NA,
3557,mogi,t6,miquelianum,NA,4,NA,NA,NA,22.88,18.12.16,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.714285714,NA,NA,NA,
5831,ducke,t6,bartlingianum,NA,4,NA,NA,NA,NA,22.7.16,obs,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.25,NA,NA,NA,
5830,ducke,t6,erectipillum,NA,2,NA,NA,NA,18.46,21.7.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,
5829,ducke,t6,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333,3.333333333,NA,NA,NA,
5828,ducke,t59,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.263157895,0.526315789,NA,NA,NA,
5827,ducke,t59,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.71428571,NA,NA,NA,
3556,mogi,t59,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5826,ducke,t59,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5825,ducke,t58,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,
5824,ducke,t58,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,6.666666667,NA,NA,NA,
3555,mogi,t58,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5823,ducke,t58,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,5,NA,NA,NA,
5822,ducke,t57,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,1.666666667,NA,NA,NA,
5821,ducke,t57,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,0,NA,NA,NA,
3554,mogi,t57,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,NA,
5820,ducke,t57,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925925926,2.777777778,NA,NA,NA,
5819,ducke,t56,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.235294118,0,NA,NA,NA,
5818,ducke,t56,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431034483,4.482758621,NA,NA,NA,
3553,mogi,t56,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769,0,NA,NA,NA,
5817,ducke,t56,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.631578947,1.578947368,NA,NA,NA,
5816,ducke,t55,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.48,NA,NA,NA,
5815,ducke,t55,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,NA,NA,NA,
3552,mogi,t55,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5814,ducke,t55,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.1,NA,NA,NA,
5813,ducke,t54,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,NA,NA,NA,
5812,ducke,t54,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
3551,mogi,t54,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352941176,3.823529412,NA,NA,NA,
5811,ducke,t54,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.75,NA,NA,NA,
5810,ducke,t53,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,2.5,NA,NA,NA,
5809,ducke,t53,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588235294,13.23529412,NA,NA,NA,
3550,mogi,t53,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
5808,ducke,t53,manausense,NA,1,NA,NA,NA,25.22,20.7.16,obs,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757575758,3.03030303,NA,NA,NA,
5807,ducke,t52,manausense,NA,22,NA,NA,NA,24.96,13.6.18,obs,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.888888889,1.111111111,NA,NA,NA,
5806,ducke,t52,manausense,NA,6,NA,NA,NA,20.8,24.7.16,obs,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3,NA,NA,NA,
3549,mogi,t52,arboreum,NA,5,NA,NA,NA,29.38,18.12.16,obs,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,
